id,name,email,loan_amount,paid_amount,balance_amount,status,tenure,months_completed,default_reason
1114,Sonal Kapoor 120,sonal.kapoor.120@bank.com,1499400,1499400,0,Paid,36,36,N/A
1115,Karan Oberoi,karan.oberoi@bank.com,425600,425600,0,Paid,36,36,N/A
1116,Aarav Sharma 383,aarav.sharma.383@bank.com,168100,168100,0,Paid,60,60,N/A
1117,Shweta Aggarwal 480,shweta.aggarwal.480@bank.com,1039900,1039900,0,Paid,36,36,N/A
1118,David Brown 726,david.brown.726@bank.com,150500,150500,0,Paid,24,24,N/A
1119,Ishaan Nair 861,ishaan.nair.861@bank.com,929900,929900,0,Paid,36,36,N/A
1120,Inaya Murthy 726,inaya.murthy.726@bank.com,293000,122083.33,170916.66999999998,Ongoing,12,5,N/A
1121,David Brown,david.brown@bank.com,61600,61600,0,Paid,36,36,N/A
1122,Diya Sharma 338,diya.sharma.338@bank.com,1692500,1128333.33,564166.6699999999,Ongoing,24,16,N/A
1123,Aditya Singh,aditya.singh@bank.com,1087500,1087500,0,Paid,60,60,N/A
1124,Aditya Singh,aditya.singh@bank.com,244700,244700,0,Paid,24,24,N/A
1125,Jessica Wilson 974,jessica.wilson.974@bank.com,1401100,140110.0,1260990.0,Defaulted,24,3,Personal/Family Crisis
1126,Aadhya Reddy 618,aadhya.reddy.618@bank.com,1787500,1787500,0,Paid,12,12,N/A
1127,Ishaan Nair 366,ishaan.nair.366@bank.com,1315200,1315200,0,Paid,60,60,N/A
1128,Aarav Sharma,aarav.sharma@bank.com,812500,812500,0,Paid,36,36,N/A
1129,Jessica Wilson 298,jessica.wilson.298@bank.com,1047100,1047100,0,Paid,24,24,N/A
1130,Myra Patel 881,myra.patel.881@bank.com,313900,313900,0,Paid,24,24,N/A
1131,Ananya Iyer,ananya.iyer@bank.com,1418900,94593.33,1324306.67,Defaulted,24,2,Personal/Family Crisis
1132,Aadhya Reddy 410,aadhya.reddy.410@bank.com,1977200,1977200,0,Paid,36,36,N/A
1133,Jessica Wilson,jessica.wilson@bank.com,154600,154600,0,Paid,60,60,N/A
1134,Amit Joshi,amit.joshi@bank.com,27500,6600.0,20900.0,Defaulted,60,18,Medical Emergency / High Bills
1135,Robert Williams 212,robert.williams.212@bank.com,865900,865900,0,Paid,12,12,N/A
1136,Vihaan Patel,vihaan.patel@bank.com,1152700,409848.89,742851.11,Defaulted,36,16,High Debt Consolidation
1137,Pari Gupta 364,pari.gupta.364@bank.com,1866000,1866000,0,Paid,24,24,N/A
1138,Karan Oberoi,karan.oberoi@bank.com,970400,970400,0,Paid,48,48,N/A
1139,Krishna Murthy,krishna.murthy@bank.com,1223900,326373.33,897526.6699999999,Defaulted,12,4,High Debt Consolidation
1140,Rahul Mehra 650,rahul.mehra.650@bank.com,1550700,1550700,0,Paid,24,24,N/A
1141,Vikram Khanna,vikram.khanna@bank.com,607600,64810.67,542789.33,Defaulted,60,8,Interest Rate Overrun
1142,Nisha Bhatia 600,nisha.bhatia.600@bank.com,1791300,1791300,0,Paid,60,60,N/A
1143,Anvi Singh 291,anvi.singh.291@bank.com,1613200,1613200,0,Paid,36,36,N/A
1144,James Smith 909,james.smith.909@bank.com,417700,167080.0,250620.0,Defaulted,36,18,Unemployment / Job Loss
1145,Amit Joshi,amit.joshi@bank.com,1982300,1982300,0,Paid,24,24,N/A
1146,Ishaan Nair,ishaan.nair@bank.com,1608700,1608700,0,Paid,24,24,N/A
1147,Diya Sharma,diya.sharma@bank.com,1947300,1947300,0,Paid,36,36,N/A
1148,Shweta Aggarwal 214,shweta.aggarwal.214@bank.com,51100,51100,0,Paid,48,48,N/A
1149,Ashley Moore,ashley.moore@bank.com,1839600,1686300.0,153300.0,Ongoing,24,22,N/A
1150,Rohan Sethi,rohan.sethi@bank.com,195300,195300,0,Paid,12,12,N/A
1151,Arjun Verma 470,arjun.verma.470@bank.com,1122700,1122700,0,Paid,36,36,N/A
1152,Aditya Singh 602,aditya.singh.602@bank.com,1654000,1654000,0,Paid,12,12,N/A
1153,Rohan Sethi,rohan.sethi@bank.com,134700,89800.0,44900.0,Ongoing,12,8,N/A
1154,Sai Reddy 476,sai.reddy.476@bank.com,384400,25626.67,358773.33,Defaulted,12,1,Business Multi-sector Failure
1155,Krishna Murthy 880,krishna.murthy.880@bank.com,545900,545900,0,Paid,60,60,N/A
1156,Jessica Wilson,jessica.wilson@bank.com,20900,20900,0,Paid,12,12,N/A
1157,Ishaan Nair 401,ishaan.nair.401@bank.com,713200,713200,0,Paid,36,36,N/A
1158,Priya Das,priya.das@bank.com,147400,147400,0,Paid,24,24,N/A
1159,Deepak Malhotra 391,deepak.malhotra.391@bank.com,830800,761566.67,69233.32999999996,Ongoing,12,11,N/A
1160,Deepak Malhotra,deepak.malhotra@bank.com,890700,890700,0,Paid,12,12,N/A
1161,Saanvi Iyer,saanvi.iyer@bank.com,1340100,1340100,0,Paid,60,60,N/A
1162,Shanaya Kumar,shanaya.kumar@bank.com,1149700,210778.33,938921.67,Defaulted,48,11,Personal/Family Crisis
1163,Saanvi Iyer 833,saanvi.iyer.833@bank.com,1323700,1323700,0,Paid,24,24,N/A
1164,Jessica Wilson 895,jessica.wilson.895@bank.com,1511100,1511100,0,Paid,60,60,N/A
1165,Ananya Iyer,ananya.iyer@bank.com,1269600,507840.0,761760.0,Defaulted,36,18,Medical Emergency / High Bills
1166,David Brown,david.brown@bank.com,771400,771400,0,Paid,36,36,N/A
1167,Inaya Murthy 563,inaya.murthy.563@bank.com,1091000,1091000,0,Paid,24,24,N/A
1168,David Brown,david.brown@bank.com,323800,323800,0,Paid,24,24,N/A
1169,Amit Joshi,amit.joshi@bank.com,1224900,1224900,0,Paid,60,60,N/A
1170,Robert Williams,robert.williams@bank.com,851700,851700,0,Paid,60,60,N/A
1171,Deepak Malhotra 587,deepak.malhotra.587@bank.com,1447700,1447700,0,Paid,60,60,N/A
1172,Sai Reddy,sai.reddy@bank.com,758400,758400,0,Paid,24,24,N/A
1173,Saanvi Iyer 407,saanvi.iyer.407@bank.com,553100,525445.0,27655.0,Ongoing,60,57,N/A
1174,Aaryan Iyer,aaryan.iyer@bank.com,1224700,489880.0,734820.0,Defaulted,12,6,Business Multi-sector Failure
1175,Deepak Malhotra,deepak.malhotra@bank.com,1247600,1247600,0,Paid,36,36,N/A
1176,Ananya Iyer 733,ananya.iyer.733@bank.com,1595000,1196250.0,398750.0,Ongoing,48,36,N/A
1177,Vihaan Patel,vihaan.patel@bank.com,1169800,1169800,0,Paid,24,24,N/A
1178,Myra Patel 653,myra.patel.653@bank.com,1844000,1844000,0,Paid,48,48,N/A
1179,Rohan Sethi 632,rohan.sethi.632@bank.com,1234100,1234100,0,Paid,36,36,N/A
1180,Zara Nair 744,zara.nair.744@bank.com,1275300,1275300,0,Paid,24,24,N/A
1181,Reyansh Kumar 593,reyansh.kumar.593@bank.com,553700,553700,0,Paid,60,60,N/A
1182,Jennifer Taylor 142,jennifer.taylor.142@bank.com,813800,203450.0,610350.0,Ongoing,36,9,N/A
1183,Sai Reddy,sai.reddy@bank.com,57500,57500,0,Paid,12,12,N/A
1184,Krishna Murthy,krishna.murthy@bank.com,1212600,1212600,0,Paid,24,24,N/A
1185,Zara Nair,zara.nair@bank.com,1772300,1772300,0,Paid,48,48,N/A
1186,Aditya Singh,aditya.singh@bank.com,1386600,1386600,0,Paid,60,60,N/A
1187,Vihaan Patel,vihaan.patel@bank.com,1679800,1679800,0,Paid,12,12,N/A
1188,Karan Oberoi 391,karan.oberoi.391@bank.com,1488000,496000.0,992000.0,Defaulted,12,5,High Debt Consolidation
1189,Aadhya Reddy 907,aadhya.reddy.907@bank.com,1414500,1414500,0,Paid,48,48,N/A
1190,Aaryan Iyer,aaryan.iyer@bank.com,1588300,1588300,0,Paid,60,60,N/A
1191,Priya Das 271,priya.das.271@bank.com,101700,101700,0,Paid,12,12,N/A
1192,Jennifer Taylor 384,jennifer.taylor.384@bank.com,289400,12058.33,277341.67,Ongoing,24,1,N/A
1193,Nisha Bhatia 811,nisha.bhatia.811@bank.com,1587600,1587600,0,Paid,60,60,N/A
1194,Vihaan Patel 566,vihaan.patel.566@bank.com,1184200,236840.0,947360.0,Defaulted,12,3,Interest Rate Overrun
1195,Anvi Singh,anvi.singh@bank.com,131300,131300,0,Paid,12,12,N/A
1196,Aadhya Reddy 953,aadhya.reddy.953@bank.com,66600,66600,0,Paid,12,12,N/A
1197,David Brown 404,david.brown.404@bank.com,1240700,1240700,0,Paid,12,12,N/A
1198,Zara Nair,zara.nair@bank.com,790400,70257.78,720142.22,Defaulted,36,4,High Debt Consolidation
1199,Aarav Sharma,aarav.sharma@bank.com,19900,19900,0,Paid,48,48,N/A
1200,Deepak Malhotra,deepak.malhotra@bank.com,1871500,1871500,0,Paid,12,12,N/A
1201,Ashley Moore,ashley.moore@bank.com,69300,69300,0,Paid,36,36,N/A
1202,James Smith 405,james.smith.405@bank.com,357100,357100,0,Paid,60,60,N/A
1203,Nisha Bhatia,nisha.bhatia@bank.com,1569500,1569500,0,Paid,12,12,N/A
1204,Emily Davis 147,emily.davis.147@bank.com,791400,791400,0,Paid,60,60,N/A
1205,Rahul Mehra 209,rahul.mehra.209@bank.com,163400,65360.0,98040.0,Defaulted,48,24,Personal/Family Crisis
1206,Vivaan Gupta,vivaan.gupta@bank.com,949800,949800,0,Paid,12,12,N/A
1207,Aditya Singh 798,aditya.singh.798@bank.com,631000,631000,0,Paid,36,36,N/A
1208,Vivaan Gupta 801,vivaan.gupta.801@bank.com,310000,310000,0,Paid,60,60,N/A
1209,Amit Joshi,amit.joshi@bank.com,917100,917100,0,Paid,60,60,N/A
1210,Zara Nair,zara.nair@bank.com,1501500,166833.33,1334666.67,Ongoing,36,4,N/A
1211,Diya Sharma 395,diya.sharma.395@bank.com,965000,965000,0,Paid,48,48,N/A
1212,Aaryan Iyer 504,aaryan.iyer.504@bank.com,950400,138600.0,811800.0,Ongoing,48,7,N/A
1213,Nisha Bhatia,nisha.bhatia@bank.com,1073400,1073400,0,Paid,60,60,N/A
1214,Nisha Bhatia 211,nisha.bhatia.211@bank.com,1047100,244323.33,802776.67,Defaulted,24,7,Business Multi-sector Failure
1215,Sai Reddy,sai.reddy@bank.com,1984100,1984100,0,Paid,36,36,N/A
1216,Sonal Kapoor,sonal.kapoor@bank.com,231900,231900,0,Paid,60,60,N/A
1217,Vikram Khanna,vikram.khanna@bank.com,487000,487000,0,Paid,36,36,N/A
1218,Aarav Sharma,aarav.sharma@bank.com,1070300,1070300,0,Paid,48,48,N/A
1219,Anvi Singh,anvi.singh@bank.com,1520200,1520200,0,Paid,24,24,N/A
1220,Sonal Kapoor 840,sonal.kapoor.840@bank.com,942800,942800,0,Paid,24,24,N/A
1221,Rahul Mehra,rahul.mehra@bank.com,600500,600500,0,Paid,36,36,N/A
1222,Vivaan Gupta 904,vivaan.gupta.904@bank.com,1926300,1926300,0,Paid,36,36,N/A
1223,Reyansh Kumar 852,reyansh.kumar.852@bank.com,1515200,1515200,0,Paid,60,60,N/A
1224,Jessica Wilson 385,jessica.wilson.385@bank.com,21400,21400,0,Paid,12,12,N/A
1225,David Brown 357,david.brown.357@bank.com,1498600,561975.0,936625.0,Ongoing,24,9,N/A
1226,Inaya Murthy,inaya.murthy@bank.com,885100,885100,0,Paid,24,24,N/A
1227,Michael Johnson 417,michael.johnson.417@bank.com,178000,89000.0,89000.0,Ongoing,12,6,N/A
1228,Anvi Singh 472,anvi.singh.472@bank.com,321500,321500,0,Paid,12,12,N/A
1229,Jessica Wilson 676,jessica.wilson.676@bank.com,593600,593600,0,Paid,12,12,N/A
1230,Richard Taylor 161,richard.taylor.161@bank.com,837000,837000,0,Paid,60,60,N/A
1231,Saanvi Iyer,saanvi.iyer@bank.com,122300,122300,0,Paid,60,60,N/A
1232,Sai Reddy,sai.reddy@bank.com,124300,124300,0,Paid,36,36,N/A
1233,Saanvi Iyer 685,saanvi.iyer.685@bank.com,1088200,1088200,0,Paid,24,24,N/A
1234,Amit Joshi,amit.joshi@bank.com,677800,677800,0,Paid,12,12,N/A
1235,Jennifer Taylor 946,jennifer.taylor.946@bank.com,1318700,1318700,0,Paid,24,24,N/A
1236,Myra Patel 134,myra.patel.134@bank.com,960300,960300,0,Paid,48,48,N/A
1237,Karan Oberoi 602,karan.oberoi.602@bank.com,1939300,1939300,0,Paid,60,60,N/A
1238,Inaya Murthy,inaya.murthy@bank.com,1553000,1553000,0,Paid,60,60,N/A
1239,Aditya Singh 483,aditya.singh.483@bank.com,350900,350900,0,Paid,60,60,N/A
1240,Shweta Aggarwal 828,shweta.aggarwal.828@bank.com,738800,738800,0,Paid,24,24,N/A
1241,Karan Oberoi 677,karan.oberoi.677@bank.com,1695800,1695800,0,Paid,24,24,N/A
1242,Shweta Aggarwal,shweta.aggarwal@bank.com,1161100,1161100,0,Paid,60,60,N/A
1243,Anvi Singh 873,anvi.singh.873@bank.com,99600,99600,0,Paid,48,48,N/A
1244,Robert Williams,robert.williams@bank.com,1590700,1590700,0,Paid,36,36,N/A
1245,Rahul Mehra 674,rahul.mehra.674@bank.com,1081400,630816.67,450583.32999999996,Ongoing,60,35,N/A
1246,Shweta Aggarwal,shweta.aggarwal@bank.com,1626100,1626100,0,Paid,24,24,N/A
1247,Ashley Moore 886,ashley.moore.886@bank.com,1169400,1169400,0,Paid,24,24,N/A
1248,Sai Reddy 615,sai.reddy.615@bank.com,1099200,1099200,0,Paid,12,12,N/A
1249,Ishaan Nair 109,ishaan.nair.109@bank.com,1234400,1234400,0,Paid,24,24,N/A
1250,Sarah Miller 693,sarah.miller.693@bank.com,978300,978300,0,Paid,36,36,N/A
1251,Saanvi Iyer,saanvi.iyer@bank.com,125800,125800,0,Paid,48,48,N/A
1252,Sai Reddy,sai.reddy@bank.com,548500,548500,0,Paid,24,24,N/A
1253,Richard Taylor 353,richard.taylor.353@bank.com,1514600,1135950.0,378650.0,Ongoing,60,45,N/A
1254,Richard Taylor 777,richard.taylor.777@bank.com,379500,379500,0,Paid,24,24,N/A
1255,Aarav Sharma 430,aarav.sharma.430@bank.com,1413700,1413700,0,Paid,48,48,N/A
1256,Saanvi Iyer 330,saanvi.iyer.330@bank.com,146900,146900,0,Paid,12,12,N/A
1257,Ananya Iyer 628,ananya.iyer.628@bank.com,1540600,213972.22,1326627.78,Ongoing,36,5,N/A
1258,David Brown 636,david.brown.636@bank.com,740600,296240.0,444360.0,Defaulted,24,12,Unemployment / Job Loss
1259,Shanaya Kumar 604,shanaya.kumar.604@bank.com,1199400,899550.0,299850.0,Ongoing,12,9,N/A
1260,Jessica Wilson,jessica.wilson@bank.com,102100,102100,0,Paid,12,12,N/A
1261,Zara Nair 109,zara.nair.109@bank.com,1041700,1041700,0,Paid,60,60,N/A
1262,Aditya Singh 304,aditya.singh.304@bank.com,1184400,315840.0,868560.0,Defaulted,12,4,Medical Emergency / High Bills
1263,Shweta Aggarwal 118,shweta.aggarwal.118@bank.com,824500,824500,0,Paid,24,24,N/A
1264,Aaryan Iyer 864,aaryan.iyer.864@bank.com,1356700,1356700,0,Paid,36,36,N/A
1265,Priya Das,priya.das@bank.com,1456100,1456100,0,Paid,60,60,N/A
1266,Ashley Moore 662,ashley.moore.662@bank.com,1644600,1644600,0,Paid,24,24,N/A
1267,Aaryan Iyer 900,aaryan.iyer.900@bank.com,143200,143200,0,Paid,24,24,N/A
1268,Vivaan Gupta 399,vivaan.gupta.399@bank.com,1315100,219183.33,1095916.67,Ongoing,60,10,N/A
1269,Emily Davis,emily.davis@bank.com,699600,155466.67,544133.33,Defaulted,36,10,Interest Rate Overrun
1270,Aadhya Reddy 985,aadhya.reddy.985@bank.com,1089600,1089600,0,Paid,48,48,N/A
1271,Jennifer Taylor 224,jennifer.taylor.224@bank.com,1226200,76637.5,1149562.5,Ongoing,48,3,N/A
1272,Saanvi Iyer,saanvi.iyer@bank.com,818500,818500,0,Paid,24,24,N/A
1273,Reyansh Kumar 998,reyansh.kumar.998@bank.com,551700,551700,0,Paid,60,60,N/A
1274,Vikram Khanna 831,vikram.khanna.831@bank.com,505600,379200.0,126400.0,Ongoing,12,9,N/A
1275,James Smith 894,james.smith.894@bank.com,720200,720200,0,Paid,24,24,N/A
1276,Shanaya Kumar 420,shanaya.kumar.420@bank.com,187600,187600,0,Paid,48,48,N/A
1277,Krishna Murthy 788,krishna.murthy.788@bank.com,843400,56226.67,787173.33,Defaulted,12,1,High Debt Consolidation
1278,Vikram Khanna,vikram.khanna@bank.com,897600,897600,0,Paid,60,60,N/A
1279,Nisha Bhatia 580,nisha.bhatia.580@bank.com,1870500,1870500,0,Paid,24,24,N/A
1280,Jennifer Taylor 728,jennifer.taylor.728@bank.com,1815600,1815600,0,Paid,24,24,N/A
1281,Aadhya Reddy 255,aadhya.reddy.255@bank.com,1761700,1702976.67,58723.330000000075,Ongoing,60,58,N/A
1282,Jessica Wilson 544,jessica.wilson.544@bank.com,373900,373900,0,Paid,12,12,N/A
1283,Nisha Bhatia,nisha.bhatia@bank.com,977800,977800,0,Paid,24,24,N/A
1284,Karan Oberoi,karan.oberoi@bank.com,52900,52900,0,Paid,48,48,N/A
1285,Reyansh Kumar,reyansh.kumar@bank.com,1724200,814205.56,909994.44,Ongoing,36,17,N/A
1286,Krishna Murthy,krishna.murthy@bank.com,1650000,1650000,0,Paid,48,48,N/A
1287,Reyansh Kumar 708,reyansh.kumar.708@bank.com,1585200,1585200,0,Paid,60,60,N/A
1288,Sarah Miller,sarah.miller@bank.com,408000,408000,0,Paid,48,48,N/A
1289,David Brown,david.brown@bank.com,1098400,1098400,0,Paid,12,12,N/A
1290,Krishna Murthy 439,krishna.murthy.439@bank.com,61200,61200,0,Paid,12,12,N/A
1291,Shweta Aggarwal 874,shweta.aggarwal.874@bank.com,1522400,507466.67,1014933.3300000001,Defaulted,12,5,Medical Emergency / High Bills
1292,Saanvi Iyer 536,saanvi.iyer.536@bank.com,983700,635306.25,348393.75,Ongoing,48,31,N/A
1293,Krishna Murthy 731,krishna.murthy.731@bank.com,1541100,1541100,0,Paid,12,12,N/A
1294,Arjun Verma 478,arjun.verma.478@bank.com,1370500,1113531.25,256968.75,Ongoing,48,39,N/A
1295,Sonal Kapoor,sonal.kapoor@bank.com,1322000,1322000,0,Paid,12,12,N/A
1296,Sonal Kapoor 213,sonal.kapoor.213@bank.com,930000,310000.0,620000.0,Defaulted,60,25,Business Multi-sector Failure
1297,Zara Nair 245,zara.nair.245@bank.com,1889700,1889700,0,Paid,48,48,N/A
1298,Ashley Moore 297,ashley.moore.297@bank.com,738500,738500,0,Paid,36,36,N/A
1299,James Smith 152,james.smith.152@bank.com,167300,167300,0,Paid,48,48,N/A
1300,Ananya Iyer 113,ananya.iyer.113@bank.com,794700,794700,0,Paid,48,48,N/A
1301,Emily Davis 801,emily.davis.801@bank.com,248700,248700,0,Paid,12,12,N/A
1302,Myra Patel,myra.patel@bank.com,711200,711200,0,Paid,48,48,N/A
1303,Reyansh Kumar,reyansh.kumar@bank.com,324500,324500,0,Paid,24,24,N/A
1304,Rahul Mehra 309,rahul.mehra.309@bank.com,1116800,1116800,0,Paid,36,36,N/A
1305,Aditya Singh,aditya.singh@bank.com,162400,60900.0,101500.0,Ongoing,24,9,N/A
1306,Aditya Singh,aditya.singh@bank.com,341200,341200,0,Paid,60,60,N/A
1307,Sarah Miller 752,sarah.miller.752@bank.com,1063200,1063200,0,Paid,36,36,N/A
1308,Ashley Moore 918,ashley.moore.918@bank.com,300800,300800,0,Paid,48,48,N/A
1309,Vihaan Patel 671,vihaan.patel.671@bank.com,1882500,1882500,0,Paid,12,12,N/A
1310,Inaya Murthy,inaya.murthy@bank.com,211700,211700,0,Paid,36,36,N/A
1311,Jessica Wilson,jessica.wilson@bank.com,495300,495300,0,Paid,36,36,N/A
1312,Ananya Iyer 718,ananya.iyer.718@bank.com,416200,393077.78,23122.219999999972,Ongoing,36,34,N/A
1313,Inaya Murthy 492,inaya.murthy.492@bank.com,276800,276800,0,Paid,60,60,N/A
1314,Zara Nair 972,zara.nair.972@bank.com,659600,659600,0,Paid,12,12,N/A
1315,Anvi Singh 190,anvi.singh.190@bank.com,183200,183200,0,Paid,48,48,N/A
1316,Shanaya Kumar 246,shanaya.kumar.246@bank.com,1242300,1242300,0,Paid,36,36,N/A
1317,Amit Joshi 622,amit.joshi.622@bank.com,696000,696000,0,Paid,24,24,N/A
1318,Vivaan Gupta 231,vivaan.gupta.231@bank.com,1554000,1554000,0,Paid,24,24,N/A
1319,Sai Reddy 255,sai.reddy.255@bank.com,1120000,1120000,0,Paid,60,60,N/A
1320,Myra Patel,myra.patel@bank.com,1100400,1100400,0,Paid,12,12,N/A
1321,Reyansh Kumar,reyansh.kumar@bank.com,1632700,1632700,0,Paid,24,24,N/A
1322,Rahul Mehra 431,rahul.mehra.431@bank.com,491200,491200,0,Paid,48,48,N/A
1323,Sai Reddy,sai.reddy@bank.com,1380600,1380600,0,Paid,36,36,N/A
1324,Shweta Aggarwal,shweta.aggarwal@bank.com,1411300,1411300,0,Paid,48,48,N/A
1325,Sonal Kapoor 141,sonal.kapoor.141@bank.com,1911100,1911100,0,Paid,60,60,N/A
1326,Zara Nair 224,zara.nair.224@bank.com,1139000,246783.33,892216.67,Defaulted,48,13,Unemployment / Job Loss
1327,Aditya Singh,aditya.singh@bank.com,928700,851308.33,77391.67000000004,Ongoing,24,22,N/A
1328,Aaryan Iyer 308,aaryan.iyer.308@bank.com,1693300,1693300,0,Paid,12,12,N/A
1329,Amit Joshi,amit.joshi@bank.com,654200,654200,0,Paid,36,36,N/A
1330,Reyansh Kumar 702,reyansh.kumar.702@bank.com,867700,198847.92,668852.08,Ongoing,48,11,N/A
1331,Arjun Verma,arjun.verma@bank.com,1170600,195100.0,975500.0,Ongoing,12,2,N/A
1332,Vivaan Gupta 587,vivaan.gupta.587@bank.com,1807800,1807800,0,Paid,36,36,N/A
1333,Ashley Moore,ashley.moore@bank.com,282700,282700,0,Paid,36,36,N/A
1334,Aadhya Reddy 185,aadhya.reddy.185@bank.com,737300,737300,0,Paid,48,48,N/A
1335,Amit Joshi,amit.joshi@bank.com,1572600,1572600,0,Paid,60,60,N/A
1336,Shweta Aggarwal,shweta.aggarwal@bank.com,907000,831416.67,75583.32999999996,Ongoing,24,22,N/A
1337,Emily Davis,emily.davis@bank.com,1322300,1322300,0,Paid,48,48,N/A
1338,Anvi Singh 612,anvi.singh.612@bank.com,1519800,1519800,0,Paid,36,36,N/A
1339,Ishaan Nair,ishaan.nair@bank.com,644100,644100,0,Paid,48,48,N/A
1340,Vikram Khanna,vikram.khanna@bank.com,1992900,1992900,0,Paid,36,36,N/A
1341,Vihaan Patel 416,vihaan.patel.416@bank.com,274900,274900,0,Paid,12,12,N/A
1342,Anvi Singh,anvi.singh@bank.com,1744900,1744900,0,Paid,24,24,N/A
1343,Aadhya Reddy 406,aadhya.reddy.406@bank.com,1274600,1274600,0,Paid,48,48,N/A
1344,Shweta Aggarwal 266,shweta.aggarwal.266@bank.com,1386100,1386100,0,Paid,36,36,N/A
1345,Shanaya Kumar 909,shanaya.kumar.909@bank.com,1409000,1409000,0,Paid,36,36,N/A
1346,Aaryan Iyer,aaryan.iyer@bank.com,812300,54153.33,758146.67,Defaulted,60,5,Unemployment / Job Loss
1347,Inaya Murthy 427,inaya.murthy.427@bank.com,952100,952100,0,Paid,60,60,N/A
1348,Jessica Wilson 697,jessica.wilson.697@bank.com,535300,535300,0,Paid,36,36,N/A
1349,Emily Davis,emily.davis@bank.com,803900,294763.33,509136.67,Defaulted,24,11,Medical Emergency / High Bills
1350,Rahul Mehra,rahul.mehra@bank.com,1305300,1305300,0,Paid,12,12,N/A
1351,Saanvi Iyer 933,saanvi.iyer.933@bank.com,1514400,1514400,0,Paid,36,36,N/A
1352,Michael Johnson,michael.johnson@bank.com,1847400,769750.0,1077650.0,Ongoing,36,15,N/A
1353,Sonal Kapoor 175,sonal.kapoor.175@bank.com,1474700,1474700,0,Paid,12,12,N/A
1354,David Brown 595,david.brown.595@bank.com,393800,344575.0,49225.0,Ongoing,24,21,N/A
1355,Rahul Mehra,rahul.mehra@bank.com,1500700,1500700,0,Paid,48,48,N/A
1356,Rohan Sethi 115,rohan.sethi.115@bank.com,159000,159000,0,Paid,24,24,N/A
1357,Krishna Murthy 111,krishna.murthy.111@bank.com,1297900,1297900,0,Paid,60,60,N/A
1358,Arjun Verma 724,arjun.verma.724@bank.com,231700,231700,0,Paid,60,60,N/A
1359,Karan Oberoi 295,karan.oberoi.295@bank.com,739100,307958.33,431141.67,Ongoing,12,5,N/A
1360,Aadhya Reddy 379,aadhya.reddy.379@bank.com,1904800,444453.33,1460346.67,Defaulted,24,7,Personal/Family Crisis
1361,Robert Williams,robert.williams@bank.com,1380600,1380600,0,Paid,12,12,N/A
1362,Ananya Iyer 523,ananya.iyer.523@bank.com,1183200,1183200,0,Paid,48,48,N/A
1363,Inaya Murthy,inaya.murthy@bank.com,1019100,254775.0,764325.0,Ongoing,48,12,N/A
1364,Aarav Sharma,aarav.sharma@bank.com,1205700,1205700,0,Paid,60,60,N/A
1365,David Brown 947,david.brown.947@bank.com,1179100,1179100,0,Paid,36,36,N/A
1366,Deepak Malhotra 686,deepak.malhotra.686@bank.com,166800,166800,0,Paid,24,24,N/A
1367,Karan Oberoi,karan.oberoi@bank.com,42200,42200,0,Paid,60,60,N/A
1368,Vikram Khanna 186,vikram.khanna.186@bank.com,252600,136825.0,115775.0,Ongoing,48,26,N/A
1369,Vikram Khanna,vikram.khanna@bank.com,801600,801600,0,Paid,36,36,N/A
1370,Nisha Bhatia 548,nisha.bhatia.548@bank.com,434200,434200,0,Paid,60,60,N/A
1371,Anvi Singh 152,anvi.singh.152@bank.com,102600,39672.0,62928.0,Defaulted,60,29,Business Multi-sector Failure
1372,Emily Davis 175,emily.davis.175@bank.com,1893900,1893900,0,Paid,48,48,N/A
1373,Shweta Aggarwal 746,shweta.aggarwal.746@bank.com,468300,468300,0,Paid,60,60,N/A
1374,Emily Davis,emily.davis@bank.com,1923800,1923800,0,Paid,12,12,N/A
1375,Sonal Kapoor,sonal.kapoor@bank.com,698900,535823.33,163076.67000000004,Ongoing,60,46,N/A
1376,James Smith 100,james.smith.100@bank.com,1708000,1708000,0,Paid,48,48,N/A
1377,Krishna Murthy,krishna.murthy@bank.com,1263700,1263700,0,Paid,24,24,N/A
1378,Emily Davis 848,emily.davis.848@bank.com,265400,66350.0,199050.0,Ongoing,48,12,N/A
1379,Sai Reddy 791,sai.reddy.791@bank.com,1310900,1310900,0,Paid,24,24,N/A
1380,Emily Davis 687,emily.davis.687@bank.com,1139100,1139100,0,Paid,60,60,N/A
1381,Amit Joshi,amit.joshi@bank.com,1111000,1111000,0,Paid,48,48,N/A
1382,Sarah Miller,sarah.miller@bank.com,1552400,1552400,0,Paid,60,60,N/A
1383,Sarah Miller 728,sarah.miller.728@bank.com,1665300,1665300,0,Paid,24,24,N/A
1384,Saanvi Iyer 285,saanvi.iyer.285@bank.com,1567800,130650.0,1437150.0,Ongoing,36,3,N/A
1385,Jessica Wilson 229,jessica.wilson.229@bank.com,1713600,1713600,0,Paid,24,24,N/A
1386,Karan Oberoi,karan.oberoi@bank.com,1842200,1842200,0,Paid,24,24,N/A
1387,Saanvi Iyer 831,saanvi.iyer.831@bank.com,629300,629300,0,Paid,48,48,N/A
1388,Aaryan Iyer 801,aaryan.iyer.801@bank.com,538300,538300,0,Paid,12,12,N/A
1389,Arjun Verma,arjun.verma@bank.com,1945300,648433.33,1296866.67,Defaulted,24,10,Interest Rate Overrun
1390,Aaryan Iyer 852,aaryan.iyer.852@bank.com,1643000,1643000,0,Paid,48,48,N/A
