name,age,credit_score,income,loan_amount,employment_type,existing_emi,tenure,loan_type,default_status
Linda Nair,55,815,666639,2540853,Salaried,2896,36,Education Loan,0
James Johnson,54,730,2221918,4394535,Salaried,31770,60,Business Loan,0
Saanvi Garcia 98,65,400,367699,824509,Business,2849,60,Personal Loan,0
Inaya Sethi,66,307,360831,1073233,Salaried,4510,12,Auto Loan,1
Inaya Smith,37,848,416801,930756,Business,13779,24,Home Loan,0
Nisha Nair,56,795,166985,236806,Business,4309,24,Home Loan,0
Jennifer Mehra,65,465,435629,296810,Contract,4914,36,Education Loan,0
Ishaan Sharma 1,26,448,378707,933137,Contract,808,12,Auto Loan,1
Diya Martinez 79,62,833,653590,1029438,Contract,0,60,Home Loan,0
Karan Davis,54,592,733111,831922,Contract,17068,36,Home Loan,1
Michael Sharma 12,38,709,1840784,3488309,Government,12290,6,Personal Loan,1
Jennifer Miller,58,656,1056269,1972984,Business,0,12,Business Loan,1
Rohan Nair,27,374,422463,1104830,Business,11307,18,Education Loan,1
David Patel 73,51,549,348345,1336206,Government,10409,60,Personal Loan,1
Diya Smith 29,64,535,802230,3241630,Government,13811,6,Auto Loan,1
Jessica Brown 10,56,482,270454,672745,Business,0,36,Auto Loan,1
Barbara Martinez,68,504,1792058,2378660,Self-employed,12351,12,Home Loan,1
James Verma,26,804,1211856,3812946,Contract,34255,18,Education Loan,0
Linda Rodriguez,38,802,450671,485726,Contract,0,12,Education Loan,0
Inaya Bhatia 5,53,655,213655,446505,Self-employed,857,36,Business Loan,1
Jessica Oberoi,27,633,1345563,2604594,Business,0,18,Home Loan,0
Aadhya Singh,48,515,557532,1233063,Business,0,24,Auto Loan,1
Saanvi Johnson,27,576,1255054,5095042,Contract,15934,12,Home Loan,1
Inaya Bhatia,61,829,229427,633933,Business,2294,36,Education Loan,0
David Nair,37,787,416805,1761861,Salaried,4649,18,Auto Loan,0
Rohan Singh,28,659,599077,2613994,Contract,0,36,Education Loan,1
Anvi Reddy,52,757,614269,2745927,Government,9495,12,Home Loan,0
Inaya Smith,46,373,455868,264283,Business,0,18,Auto Loan,1
Diya Sethi 100,44,833,867794,4195371,Government,0,60,Personal Loan,1
Rohan Brown 11,34,470,314716,662734,Salaried,0,24,Education Loan,1
Pari Jones 14,37,459,548296,331551,Government,0,12,Auto Loan,1
Pari Miller,23,665,641893,2779249,Business,9996,60,Education Loan,1
Deepak Williams,58,767,813143,2625661,Contract,17341,36,Auto Loan,1
Rahul Garcia,40,674,915265,1993976,Self-employed,0,6,Education Loan,1
Anvi Khanna,21,803,304131,1443222,Government,0,60,Business Loan,0
Robert Sharma,33,721,237882,1054858,Government,0,12,Business Loan,1
Amit Murthy,54,578,1285432,2013563,Contract,17691,60,Personal Loan,0
Michael Patel,38,803,728970,802879,Salaried,0,36,Personal Loan,0
Rohan Malhotra 94,21,538,381134,241237,Salaried,4343,18,Business Loan,0
Robert Singh,69,449,1514644,710343,Government,0,24,Home Loan,0
Mary Sharma 16,70,554,640116,1310336,Government,0,6,Home Loan,1
Pari Johnson 61,45,619,1211752,5687761,Self-employed,1703,36,Education Loan,1
Vikram Oberoi,24,523,621885,3029646,Self-employed,6727,12,Auto Loan,1
Rahul Sharma 75,65,786,2056361,7206211,Self-employed,0,6,Home Loan,1
Zara Reddy 98,61,361,1712054,833634,Self-employed,45167,12,Business Loan,1
Robert Smith 57,67,497,514330,155581,Government,0,12,Auto Loan,0
Myra Das,65,801,1069757,1188418,Self-employed,11541,24,Auto Loan,0
Patricia Das,54,458,879602,2073260,Business,13313,60,Education Loan,1
Aarav Nair 100,60,544,1357532,2361198,Salaried,24388,24,Home Loan,1
Priya Malhotra,41,719,334718,1096649,Salaried,0,48,Personal Loan,0
Ishaan Davis,27,797,901333,1009276,Salaried,25126,48,Business Loan,0
Rohan Singh,59,372,1126982,296185,Self-employed,34876,60,Personal Loan,1
Anvi Das 54,44,359,207888,863459,Business,5088,60,Auto Loan,1
Pari Verma,35,844,293620,601800,Self-employed,2434,48,Home Loan,0
Jennifer Verma 74,43,769,175687,627596,Government,976,12,Education Loan,1
Ishaan Das 57,43,622,508060,1443088,Business,6983,48,Business Loan,1
Rahul Iyer,45,560,918525,1770953,Government,12157,48,Personal Loan,1
Pari Malhotra 39,21,607,1470942,7244526,Self-employed,1064,60,Auto Loan,1
Saanvi Martinez,27,338,624344,1504528,Self-employed,0,18,Education Loan,1
Vikram Joshi,57,522,1586703,5909638,Business,9144,60,Education Loan,1
Michael Khanna,57,690,260912,150465,Salaried,2908,60,Business Loan,0
Patricia Jones,62,311,214909,696876,Government,0,36,Personal Loan,1
Aadhya Gupta,30,351,577619,1983225,Government,14495,36,Education Loan,1
Robert Sharma,42,384,751960,1867945,Salaried,6581,24,Education Loan,1
James Malhotra,33,799,585594,1228301,Contract,0,36,Education Loan,1
James Murthy,57,391,172738,127850,Government,2005,18,Auto Loan,1
Vikram Nair 79,49,449,566101,1310084,Self-employed,0,18,Home Loan,1
Arjun Brown,60,451,273024,1193117,Business,0,48,Personal Loan,1
Aadhya Oberoi 28,34,835,892519,3393093,Contract,21715,12,Personal Loan,0
Pari Singh,24,590,744121,865666,Contract,0,24,Personal Loan,0
Jessica Davis 47,27,319,339786,545009,Government,0,24,Education Loan,1
Aadhya Bhatia 69,26,490,438747,506577,Government,10419,6,Home Loan,1
Nisha Sharma 3,43,660,316308,602824,Business,0,36,Auto Loan,0
Linda Sharma 4,56,586,575153,737804,Business,12594,6,Business Loan,1
Patricia Smith,47,546,1059264,3124736,Government,32121,18,Business Loan,1
Deepak Iyer,33,441,330566,556406,Contract,4738,60,Home Loan,1
Ishaan Reddy,55,421,808089,875846,Self-employed,20617,24,Business Loan,1
Mary Rodriguez,68,580,434454,403778,Self-employed,0,12,Personal Loan,1
Rohan Nair,35,537,371118,485563,Salaried,0,48,Business Loan,0
Nisha Williams,32,696,560050,1433133,Self-employed,0,12,Personal Loan,0
Barbara Sethi 29,68,507,320890,1231360,Salaried,0,24,Education Loan,1
Myra Rodriguez,46,342,428399,1335775,Government,5628,48,Education Loan,1
Linda Williams 67,27,762,291056,696532,Salaried,2383,36,Business Loan,1
Diya Gupta 7,33,598,1941235,4483978,Business,18500,12,Business Loan,1
David Gupta 60,62,762,609965,386788,Contract,0,60,Education Loan,0
Deepak Sharma,49,325,392450,415454,Contract,11718,24,Personal Loan,1
Barbara Williams 92,67,426,679007,433014,Government,1930,48,Business Loan,0
Zara Nair,45,344,558272,2170365,Business,12273,12,Home Loan,1
David Singh,40,756,523042,829621,Self-employed,0,12,Home Loan,1
Aarav Patel,52,305,863284,2691998,Government,0,36,Business Loan,1
Zara Nair,56,584,940817,2986978,Contract,6511,12,Home Loan,1
Deepak Davis,57,605,434390,777268,Salaried,0,24,Home Loan,1
Jessica Williams,57,481,422738,2045294,Contract,0,6,Personal Loan,1
Linda Sharma 98,48,366,506342,812981,Self-employed,0,60,Auto Loan,1
Karan Williams,24,411,150068,441584,Contract,2419,48,Education Loan,1
Vikram Murthy,41,565,240598,654878,Contract,0,12,Education Loan,1
Michael Bhatia,32,538,1356101,4883615,Self-employed,0,6,Business Loan,1
Patricia Oberoi 54,47,346,1602348,2887756,Contract,11341,48,Home Loan,1
Amit Khanna,56,631,514308,1996418,Salaried,5852,48,Education Loan,1
Ishaan Oberoi,42,790,844022,3880460,Salaried,13546,48,Business Loan,1
Aadhya Patel 53,68,357,719815,3029346,Business,16272,36,Education Loan,1
Robert Martinez 46,25,452,3787923,5856917,Salaried,0,24,Education Loan,1
Diya Nair,69,615,1169100,4191548,Business,10580,6,Business Loan,1
Mary Khanna,40,479,553075,408562,Salaried,16838,24,Education Loan,1
Linda Gupta,42,795,336608,1250740,Contract,0,18,Home Loan,1
Pari Johnson 27,67,337,227779,547801,Contract,0,18,Personal Loan,1
Amit Reddy,23,405,674736,1820959,Business,0,60,Auto Loan,1
Karan Oberoi,55,626,379340,1482983,Salaried,0,12,Auto Loan,0
Priya Gupta,55,658,254396,721710,Business,0,48,Auto Loan,1
Vikram Nair 70,49,351,405167,334001,Government,681,24,Personal Loan,1
David Nair 81,65,756,312097,985700,Business,0,12,Education Loan,0
James Patel,26,779,1643411,1095928,Business,38905,24,Business Loan,0
Patricia Rodriguez,44,701,1013564,1094745,Business,29812,24,Business Loan,1
Arjun Singh,31,589,594345,2309695,Contract,10063,24,Personal Loan,1
Robert Khanna,46,723,1451294,1952224,Self-employed,47113,24,Personal Loan,0
Saanvi Murthy 56,57,650,625571,1760187,Self-employed,0,48,Personal Loan,0
Mary Bhatia,59,774,356193,627546,Salaried,2091,24,Personal Loan,0
Zara Jones 42,52,362,1489385,945101,Self-employed,44843,48,Personal Loan,1
Myra Das,60,757,825171,940034,Business,0,60,Auto Loan,0
David Martinez,26,308,320504,1004829,Contract,1362,18,Personal Loan,1
Aditya Sharma 46,28,588,532744,2320239,Self-employed,10480,48,Auto Loan,1
Inaya Das,32,786,353143,306362,Contract,0,18,Business Loan,0
Jessica Malhotra,25,316,260490,232143,Government,8465,12,Personal Loan,1
Patricia Patel 90,59,735,1041014,3322492,Government,19156,24,Business Loan,1
Zara Sharma,67,542,1877872,6794561,Business,34187,18,Personal Loan,1
David Singh,51,381,258037,227593,Contract,8460,60,Auto Loan,1
Linda Nair,51,379,837169,2916324,Contract,8720,6,Auto Loan,1
Myra Gupta 74,67,639,404179,897631,Business,0,6,Education Loan,1
Saanvi Sethi,51,473,445844,1315118,Business,9278,18,Business Loan,1
Patricia Garcia,29,587,418555,636639,Business,0,6,Education Loan,1
Deepak Johnson,32,567,355615,1406860,Self-employed,9475,60,Personal Loan,1
Deepak Nair 20,52,722,614837,2396490,Self-employed,14879,12,Home Loan,1
Aditya Smith,28,353,362735,364360,Government,5758,60,Education Loan,1
Diya Bhatia,54,745,702411,180479,Government,0,18,Education Loan,0
Barbara Das,48,579,579463,1047578,Business,4932,36,Business Loan,1
Rahul Brown,70,499,517430,1394872,Self-employed,0,6,Personal Loan,1
Arjun Gupta,49,659,346438,434155,Business,0,6,Personal Loan,1
Zara Johnson 28,59,424,422496,1520461,Salaried,0,36,Home Loan,1
Michael Iyer 24,28,488,939623,1330517,Government,2371,24,Auto Loan,1
Jessica Jones 33,31,375,806573,1234847,Salaried,0,18,Personal Loan,1
Ishaan Patel,33,702,332191,350967,Government,0,36,Business Loan,0
Barbara Patel 14,23,374,633870,341008,Business,396,24,Home Loan,1
Aditya Johnson,30,637,937368,4257679,Contract,0,48,Business Loan,1
Jennifer Jones 9,55,531,219335,50000,Government,0,36,Auto Loan,0
Aditya Smith 83,26,674,827377,2288695,Business,0,24,Auto Loan,1
Aditya Sharma,40,699,401284,1806986,Business,11840,24,Home Loan,1
Jennifer Iyer,45,364,841010,3368369,Business,27051,60,Business Loan,1
Aadhya Singh,67,343,377771,810861,Self-employed,8403,24,Education Loan,1
Barbara Joshi,30,800,202211,675059,Government,4168,12,Home Loan,0
Linda Khanna 13,50,474,224914,946818,Salaried,797,24,Education Loan,1
Robert Oberoi,68,711,614676,1079572,Contract,6589,60,Home Loan,0
Aadhya Joshi,30,725,697901,702537,Business,10204,36,Personal Loan,0
Michael Nair,31,316,347114,1535010,Salaried,0,12,Personal Loan,1
Vikram Murthy,70,787,876029,3086530,Self-employed,0,18,Education Loan,1
Ishaan Nair,59,484,220375,802727,Contract,4607,60,Auto Loan,1
Rahul Oberoi,54,397,573981,1819990,Contract,8881,48,Home Loan,1
Robert Malhotra,51,809,288771,302156,Salaried,0,18,Auto Loan,0
Zara Garcia 59,23,406,403890,1516203,Contract,0,60,Personal Loan,1
Linda Mehra 76,58,633,614423,1358807,Business,0,6,Auto Loan,1
Inaya Davis,35,375,356379,876960,Government,0,24,Home Loan,1
Ishaan Sharma,50,498,474144,1533240,Business,0,12,Personal Loan,1
Deepak Verma 59,47,475,1092277,4204862,Self-employed,21977,60,Education Loan,1
Priya Davis,47,834,422466,1076538,Self-employed,11786,18,Personal Loan,0
Rahul Mehra,58,527,986003,4418031,Contract,30032,6,Business Loan,1
Nisha Brown 5,48,843,303208,634534,Salaried,2430,36,Personal Loan,0
Karan Malhotra,36,392,820675,226887,Business,0,24,Education Loan,1
Myra Patel 91,46,489,1418259,5660728,Business,33277,6,Personal Loan,1
Pari Singh,69,576,150000,532599,Contract,3972,60,Personal Loan,1
Barbara Singh,64,672,370223,1652043,Salaried,0,24,Education Loan,1
Ishaan Smith,25,509,844283,729754,Business,0,6,Business Loan,1
Patricia Williams,68,530,528698,918996,Business,7453,6,Personal Loan,1
Pari Gupta 61,66,844,746154,2578618,Contract,11241,18,Personal Loan,0
Amit Joshi,32,595,415654,1994985,Salaried,0,18,Personal Loan,1
Patricia Oberoi,61,323,629042,1011004,Contract,9936,24,Business Loan,1
Karan Joshi,35,832,543939,1791966,Government,11889,60,Auto Loan,0
Pari Miller,50,611,1203409,3517333,Business,0,18,Home Loan,0
James Davis,43,591,695685,1661607,Self-employed,3728,36,Auto Loan,1
David Williams 20,31,543,731287,556658,Business,10747,18,Home Loan,0
Jessica Reddy 19,44,759,466434,1301985,Self-employed,1888,6,Business Loan,1
Myra Martinez,21,819,445715,797895,Business,4306,60,Education Loan,0
Jennifer Martinez 44,65,415,460682,1709993,Salaried,0,36,Personal Loan,1
Mary Mehra,26,634,756661,351212,Self-employed,5602,60,Auto Loan,0
Patricia Patel,26,824,463893,971036,Government,0,36,Education Loan,0
Anvi Sharma,48,678,710599,1459101,Salaried,0,18,Auto Loan,0
Amit Oberoi 57,68,725,2074520,8417759,Business,0,48,Business Loan,1
Mary Iyer,30,512,1007189,1667410,Contract,2219,36,Business Loan,0
Barbara Sethi,56,773,491091,1772438,Self-employed,0,60,Business Loan,0
Mary Miller,58,611,1227792,3157490,Government,0,60,Personal Loan,0
Michael Miller,28,594,467500,1029599,Government,10047,6,Personal Loan,1
Amit Nair 75,51,746,175804,767922,Government,4795,18,Education Loan,1
Rohan Nair,30,627,326161,787030,Self-employed,0,6,Auto Loan,1
Anvi Singh,54,378,194371,518301,Self-employed,3879,12,Education Loan,1
Patricia Johnson 35,64,671,483637,319200,Contract,0,12,Personal Loan,1
James Bhatia,31,404,603831,752256,Contract,0,12,Education Loan,1
Pari Davis,56,416,1632890,3597684,Salaried,0,12,Personal Loan,1
Anvi Malhotra 77,54,650,726618,745941,Business,0,60,Personal Loan,0
Deepak Williams,29,514,523629,432018,Salaried,13318,6,Personal Loan,1
James Murthy,27,333,982291,3935710,Contract,15359,18,Personal Loan,1
James Verma 78,34,504,158469,172248,Business,0,12,Auto Loan,1
Ishaan Davis,67,547,687879,1804694,Salaried,0,36,Personal Loan,1
Vikram Nair 69,21,401,948388,4397024,Contract,15007,48,Education Loan,1
Arjun Nair 49,48,519,245941,656270,Government,0,18,Personal Loan,1
Nisha Jones,39,341,1186184,705530,Government,0,18,Business Loan,1
Mary Patel,47,597,731679,3605581,Government,0,6,Business Loan,1
Aarav Johnson,27,705,465481,1071853,Salaried,0,24,Business Loan,0
Jennifer Martinez 22,25,672,872981,4261016,Business,0,60,Business Loan,0
Jennifer Bhatia,66,579,2332417,8933749,Government,0,48,Education Loan,0
Pari Sethi,50,410,666049,523855,Government,13950,12,Personal Loan,1
Amit Bhatia,32,691,693101,2150001,Business,0,36,Education Loan,1
James Gupta 60,33,600,453333,1531380,Government,8196,60,Education Loan,0
Aditya Murthy 16,45,760,358646,613243,Government,430,12,Education Loan,0
Linda Williams,48,437,982839,1670636,Government,3583,48,Business Loan,0
Saanvi Bhatia,31,818,357306,167054,Business,11563,36,Auto Loan,0
Aditya Sharma,29,675,623397,1168625,Contract,0,48,Auto Loan,0
Anvi Murthy,63,550,448384,622602,Business,13606,6,Auto Loan,1
Priya Reddy,63,732,796026,2329679,Government,0,48,Business Loan,0
Diya Iyer,57,400,729560,2976581,Salaried,5007,24,Education Loan,1
Ishaan Nair,48,506,1112949,2877382,Salaried,19878,18,Auto Loan,1
Robert Mehra,26,397,439762,1337294,Business,0,60,Education Loan,1
Robert Joshi,40,816,507917,2062045,Government,5305,24,Business Loan,1
Jessica Jones,22,828,331950,1440997,Contract,7311,60,Business Loan,1
Robert Nair 56,57,361,457450,1238268,Business,3665,48,Auto Loan,1
Patricia Miller 82,34,722,748914,1109356,Business,6401,36,Home Loan,0
Karan Sharma,40,775,940524,2379370,Government,28393,12,Home Loan,1
Robert Garcia,56,480,343417,1130738,Salaried,5561,6,Personal Loan,1
Zara Khanna 53,44,392,1006272,2118299,Self-employed,0,36,Education Loan,1
Mary Iyer 68,37,808,1346989,5988593,Self-employed,34715,18,Auto Loan,1
Robert Brown 55,34,447,765328,545454,Self-employed,11211,18,Education Loan,1
David Verma,48,786,1841475,6403074,Business,57513,18,Business Loan,1
Aarav Smith 78,23,355,375392,1319606,Self-employed,0,24,Auto Loan,1
Linda Garcia,55,542,283001,1221632,Government,0,24,Auto Loan,1
James Mehra,31,749,205410,663575,Government,1876,6,Business Loan,1
Mary Reddy 13,31,567,1465382,3854549,Business,35620,36,Auto Loan,1
Aditya Smith,61,754,884359,3534688,Self-employed,0,12,Auto Loan,1
Ishaan Mehra,70,433,577607,2463730,Government,6149,24,Home Loan,1
Mary Reddy 26,26,724,706431,1387768,Government,22246,36,Home Loan,0
Barbara Das,61,534,303976,1383958,Government,0,48,Home Loan,1
Zara Sethi,44,474,2590732,10000000,Salaried,0,36,Business Loan,1
Mary Johnson,35,508,645340,719303,Business,0,24,Business Loan,0
Zara Oberoi 37,67,493,637708,1408052,Government,611,18,Home Loan,1
Anvi Iyer,50,387,923069,230340,Self-employed,29981,24,Home Loan,1
Jennifer Nair,27,360,796996,358760,Self-employed,9412,36,Education Loan,0
Aarav Sethi,45,609,683054,3341578,Business,0,36,Personal Loan,1
Pari Bhatia 60,29,391,371652,640402,Contract,3226,18,Personal Loan,1
Mary Sethi 56,39,569,792447,2489925,Business,11510,12,Auto Loan,1
Deepak Das 85,61,750,1847261,841365,Self-employed,0,12,Personal Loan,0
Myra Murthy,52,341,1338756,3104969,Contract,21999,60,Home Loan,1
Patricia Khanna,31,820,1553330,6443747,Contract,30325,36,Personal Loan,1
Inaya Martinez,70,810,439446,1515719,Business,0,48,Personal Loan,0
Arjun Miller,22,383,329798,794522,Government,10500,36,Personal Loan,1
Zara Patel,67,432,553782,672601,Salaried,5223,60,Personal Loan,0
Zara Sharma,37,482,617500,835097,Government,0,60,Home Loan,0
Vikram Smith 84,30,423,1151429,1880311,Government,35375,48,Education Loan,1
Mary Singh,52,756,216321,962624,Government,0,36,Business Loan,1
Anvi Nair,61,736,1495139,966080,Contract,0,24,Home Loan,0
Barbara Bhatia,62,837,543179,327567,Government,16425,24,Auto Loan,0
Linda Khanna 67,48,602,462254,1353928,Contract,0,6,Education Loan,1
Arjun Patel,57,559,325376,620230,Contract,0,36,Personal Loan,1
Ishaan Garcia,46,346,221258,132709,Business,0,48,Business Loan,1
Robert Sethi,32,516,978623,1065152,Contract,0,48,Personal Loan,1
Diya Verma,62,788,624053,1503207,Government,20090,36,Business Loan,0
Zara Singh,65,704,275412,1118799,Salaried,0,6,Home Loan,1
Karan Davis,51,448,274567,911219,Government,7854,36,Home Loan,1
Deepak Bhatia,28,470,488223,2212428,Government,7673,60,Business Loan,1
Saanvi Miller 7,42,308,1625641,1126219,Government,45984,48,Education Loan,1
Vikram Singh,52,825,511061,1552086,Contract,15418,60,Business Loan,1
Aarav Murthy,56,365,242344,360044,Government,944,36,Auto Loan,1
Ishaan Khanna 61,43,748,515325,677185,Self-employed,11766,36,Business Loan,1
David Sharma 87,62,668,507050,2038680,Self-employed,4773,48,Personal Loan,1
Karan Nair,27,725,150000,708999,Government,0,12,Education Loan,0
Anvi Rodriguez,64,462,578054,600384,Contract,0,6,Auto Loan,1
Arjun Das,37,648,519924,2062773,Salaried,9653,12,Education Loan,1
Aditya Martinez 59,69,413,906842,4423907,Contract,25947,6,Education Loan,0
Ishaan Smith,34,670,1810970,1727223,Business,45996,24,Personal Loan,1
Mary Malhotra,33,749,1174013,5698959,Salaried,0,60,Business Loan,1
Amit Sethi,69,724,508218,981413,Self-employed,0,60,Education Loan,0
Robert Murthy,47,769,307455,1466202,Contract,3707,6,Business Loan,1
Robert Gupta 11,42,622,2796882,5951552,Self-employed,36663,6,Home Loan,1
Michael Williams 67,39,729,618796,1317796,Contract,14883,18,Auto Loan,1
Linda Gupta,30,713,602207,1410192,Self-employed,12533,36,Business Loan,0
Robert Smith,33,608,588613,355845,Contract,0,48,Home Loan,0
Karan Joshi,40,833,672562,1234422,Self-employed,0,60,Education Loan,0
James Khanna 65,28,361,547645,2321796,Business,6470,6,Personal Loan,1
Aarav Patel,36,846,423285,1800476,Self-employed,0,18,Education Loan,1
Pari Brown,41,828,430148,1288453,Business,2101,24,Business Loan,1
Linda Malhotra,49,379,585574,1155110,Contract,10910,60,Business Loan,1
Michael Murthy 89,52,726,431035,1790647,Self-employed,6965,24,Home Loan,1
